first_contact_date,proposal_date,follow_up_count,deal_size,closure_date,proposal_delay_days,closure_duration_days
2025-02-11,2025-02-16,3,221243000,2026-02-16,5,370
2025-04-27,2025-05-13,3,60072000,2026-05-13,16,381
2025-10-25,2025-10-27,4,265783000,2026-10-27,2,367
2024-01-17,2024-01-24,5,147360000,2025-01-23,7,372
2025-10-06,2025-10-10,5,102627000,2026-10-10,4,369
2024-05-27,2024-06-01,2,15194000,2024-06-19,5,23
2024-10-03,2024-10-06,4,35757000,2025-10-06,3,368
2024-08-19,2024-08-27,6,60170000,2025-08-27,8,373
2024-12-31,2025-01-09,6,6033000,2025-03-26,9,85
2024-08-15,2024-08-21,10,28764000,2025-08-21,6,371
2025-10-12,2025-11-07,3,37883000,2026-11-07,26,391
2025-03-11,2025-03-14,6,26173000,2025-11-18,3,252
2025-02-02,2025-02-10,5,265837000,2026-02-10,8,373
2024-07-29,2024-08-11,5,72899000,2025-08-11,13,378
2025-01-25,2025-02-01,5,41558000,2026-02-01,7,372
2025-05-13,2025-05-23,1,11259000,2025-08-26,10,105
2025-06-23,2025-07-07,9,32081000,2026-07-07,14,379
2025-07-16,2025-07-23,6,175676000,2026-07-23,7,372
2025-05-05,2025-05-14,2,30122000,2026-05-14,9,374
2025-03-17,2025-03-19,2,35649000,2026-02-18,2,338
2024-09-17,2024-09-18,10,17314000,2025-09-18,1,366
2024-12-15,2024-12-22,6,56004000,2025-12-22,7,372
2024-12-17,2024-12-21,4,63317000,2025-12-21,4,369
2025-06-03,2025-06-07,3,56836000,2026-06-07,4,369
2024-11-15,2024-11-19,7,19106000,2025-11-19,4,369
2024-05-17,2024-05-22,7,73760000,2025-05-22,5,370
2025-07-03,2025-07-09,9,35280000,2026-05-28,6,329
2025-09-14,2025-09-22,7,59288000,2026-09-22,8,373
2025-01-02,2025-01-09,6,92267000,2026-01-09,7,372
2024-08-07,2024-08-16,5,68623000,2025-08-16,9,374
2024-12-02,2024-12-19,5,82705000,2025-12-19,17,382
2024-08-10,2024-08-14,5,85158000,2025-08-14,4,369
2025-10-09,2025-10-16,4,98602000,2026-10-16,7,372
2024-12-25,2024-12-26,5,106957000,2025-12-26,1,366
2024-11-24,2024-11-28,6,128098000,2025-11-28,4,369
2025-04-07,2025-04-08,8,69407000,2026-04-08,1,366
2025-07-14,2025-07-19,5,96108000,2026-07-19,5,370
2025-01-16,2025-01-20,2,56218000,2026-01-20,4,369
2025-08-12,2025-08-18,3,85003000,2026-08-18,6,371
2025-09-08,2025-09-11,5,34000000,2026-09-11,3,368
2024-06-17,2024-06-18,5,11984000,2025-01-24,1,221
2024-08-04,2024-08-06,3,156499000,2025-08-06,2,367
2025-01-12,2025-01-15,5,57247000,2026-01-15,3,368
2024-04-28,2024-05-07,3,56138000,2025-05-07,9,374
2024-07-08,2024-07-10,10,100612000,2025-07-10,2,367
2025-01-04,2025-01-21,6,28832000,2026-01-21,17,382
2024-05-28,2024-06-06,3,45006000,2025-06-06,9,374
2025-11-06,2025-11-08,3,30719000,2026-11-08,2,367
2025-10-13,2025-10-16,7,42199000,2026-10-16,3,368
2025-05-02,2025-05-11,5,35857000,2026-05-11,9,374
2025-01-08,2025-01-11,8,31470000,2025-11-16,3,312
2025-11-23,2025-11-25,5,66831000,2026-11-25,2,367
2024-06-08,2024-06-10,8,11055000,2024-12-23,2,198
2024-12-16,2024-12-20,6,140671000,2025-12-20,4,369
2024-10-14,2024-10-16,6,27738000,2025-05-30,2,228
2024-10-14,2024-10-21,8,72321000,2025-10-21,7,372
2024-08-13,2024-09-01,8,75689000,2025-09-01,19,384
2025-06-06,2025-06-11,6,38650000,2026-06-11,5,370
2025-06-05,2025-06-11,5,69381000,2026-06-11,6,371
2024-09-29,2024-10-02,3,20613000,2025-05-03,3,216
2025-02-05,2025-02-25,5,31634000,2026-02-25,20,385
2024-07-01,2024-07-03,4,40390000,2025-07-03,2,367
2025-10-26,2025-10-31,5,70513000,2026-10-31,5,370
2025-05-02,2025-05-08,3,37348000,2026-05-08,6,371
2024-05-03,2024-05-05,4,43065000,2025-05-05,2,367
2025-09-17,2025-09-22,6,95156000,2026-09-22,5,370
2025-02-17,2025-02-26,12,67310000,2026-02-26,9,374
2025-12-25,2025-12-28,5,318109000,2026-12-28,3,368
2024-06-20,2024-06-21,8,23754000,2024-06-26,1,6
2024-10-14,2024-10-23,9,17529000,2025-09-19,9,340
2025-03-10,2025-03-17,5,226157000,2026-03-17,7,372
2025-11-16,2025-11-20,6,60470000,2026-11-20,4,369
2024-04-22,2024-04-25,6,142287000,2025-04-25,3,368
2024-05-01,2024-05-02,0,21931000,2024-09-20,1,142
2025-06-27,2025-07-09,5,33173000,2026-07-09,12,377
2024-08-09,2024-08-11,4,54559000,2025-08-11,2,367
2025-09-22,2025-09-24,2,49032000,2026-09-24,2,367
2024-02-08,2024-02-10,6,46125000,2025-02-09,2,367
2025-05-11,2025-05-20,5,13810000,2025-12-28,9,231
2024-08-20,2024-09-03,4,44724000,2025-09-03,14,379
2025-06-13,2025-06-15,6,64405000,2026-06-15,2,367
2024-05-28,2024-05-30,3,37431000,2024-10-17,2,142
2025-01-31,2025-02-04,10,107367000,2026-02-04,4,369
2025-10-22,2025-10-25,6,107667000,2026-10-25,3,368
2025-09-29,2025-10-01,5,58369000,2026-10-01,2,367
2024-10-28,2024-11-08,6,27410000,2025-07-15,11,260
2024-12-25,2025-01-02,4,65270000,2026-01-02,8,373
2024-08-25,2024-08-26,5,72971000,2025-08-26,1,366
2025-10-08,2025-10-14,3,53046000,2026-10-14,6,371
2025-10-24,2025-10-30,5,26990000,2026-10-30,6,371
2024-08-23,2024-08-31,4,96327000,2025-08-31,8,373
2024-07-21,2024-07-22,3,69064000,2025-07-22,1,366
2024-09-12,2024-09-23,6,35623000,2025-09-08,11,361
2025-08-20,2025-08-24,4,55508000,2026-08-24,4,369
2025-10-23,2025-10-30,3,23442000,2026-06-17,7,237
2024-08-22,2024-08-24,5,10833000,2024-10-15,2,54
2024-12-10,2024-12-13,4,14445000,2025-04-20,3,131
2025-06-17,2025-06-19,1,60451000,2026-06-19,2,367
2025-04-10,2025-04-11,3,38594000,2026-02-12,1,308
2025-06-24,2025-06-26,5,68595000,2026-06-26,2,367
2024-07-31,2024-08-02,6,95278000,2025-08-02,2,367
2025-04-07,2025-04-11,3,64737000,2026-04-11,4,369
2025-03-11,2025-03-19,5,29288000,2026-02-24,8,350
2024-10-09,2024-10-20,3,68147000,2025-10-20,11,376
2025-07-15,2025-07-24,7,35937000,2026-07-24,9,374
2025-08-29,2025-09-08,5,37868000,2026-07-25,10,330
2025-04-07,2025-04-20,4,113597000,2026-04-20,13,378
2025-02-10,2025-02-15,9,77367000,2026-02-15,5,370
2024-03-28,2024-04-07,2,35107000,2025-04-07,10,375
2024-02-13,2024-02-16,2,25487000,2025-02-15,3,368
2025-04-05,2025-04-10,6,148661000,2026-04-10,5,370
2024-10-04,2024-10-08,12,47343000,2025-10-08,4,369
2025-11-13,2025-11-19,2,19611000,2026-04-26,6,164
2025-02-24,2025-02-28,6,34429000,2026-02-28,4,369
2025-12-01,2025-12-03,3,12080000,2026-10-01,2,304
2024-12-18,2024-12-21,6,6066000,2025-03-15,3,87
2025-11-26,2025-11-30,9,105203000,2026-11-30,4,369
2025-05-29,2025-05-30,4,24247000,2026-01-26,1,242
2025-12-03,2025-12-15,5,18488000,2026-06-03,12,182
2025-09-21,2025-09-27,5,31179000,2026-09-27,6,371
2024-01-19,2024-01-26,2,37435000,2025-01-25,7,372
2024-01-23,2024-02-01,4,30471000,2024-10-02,9,253
2025-02-16,2025-02-25,7,23744000,2026-02-12,9,361
2024-01-30,2024-02-01,5,47425000,2025-01-31,2,367
2024-04-17,2024-04-24,5,40459000,2025-04-24,7,372
2025-01-01,2025-01-08,6,190205000,2026-01-08,7,372
2024-10-07,2024-10-12,5,36592000,2025-10-12,5,370
2024-05-07,2024-05-09,3,47411000,2025-05-09,2,367
2024-08-16,2024-08-22,5,23573000,2025-08-22,6,371
2024-04-20,2024-05-06,6,82296000,2025-05-06,16,381
2024-05-15,2024-05-19,5,185788000,2025-05-19,4,369
2024-12-27,2024-12-31,5,45386000,2025-12-31,4,369
2024-07-04,2024-07-10,9,29613000,2025-07-10,6,371
2025-10-17,2025-10-28,6,56636000,2026-10-28,11,376
2025-08-06,2025-08-07,4,71807000,2026-08-07,1,366
2024-05-08,2024-05-22,5,495163000,2025-05-22,14,379
2024-09-17,2024-09-18,7,43502000,2025-09-18,1,366
2025-05-29,2025-06-15,6,37317000,2026-06-15,17,382
2025-03-24,2025-03-29,6,19453000,2025-07-09,5,107
2024-04-13,2024-04-14,4,38583000,2025-04-14,1,366
2025-04-27,2025-05-01,6,34999000,2026-05-01,4,369
2024-08-11,2024-08-12,5,75911000,2025-08-12,1,366
2025-05-05,2025-05-09,7,39511000,2026-05-09,4,369
2025-04-17,2025-04-21,7,21682000,2025-08-12,4,117
2024-01-10,2024-01-17,2,21030000,2024-12-19,7,344
2025-02-08,2025-02-14,9,34966000,2026-02-14,6,371
2024-10-28,2024-10-30,7,89727000,2025-10-30,2,367
2024-08-18,2024-08-23,6,56540000,2025-08-23,5,370
2024-03-06,2024-03-10,4,71397000,2025-03-10,4,369
2024-04-21,2024-04-22,5,49558000,2025-04-22,1,366
2024-01-13,2024-01-16,3,67373000,2025-01-15,3,368
2025-01-27,2025-02-03,3,36968000,2026-02-03,7,372
2025-05-14,2025-05-20,8,24612000,2026-05-20,6,371
2025-08-20,2025-08-21,4,25049000,2026-08-21,1,366
2024-08-21,2024-08-25,5,24065000,2025-08-25,4,369
2025-08-24,2025-08-25,6,134758000,2026-08-25,1,366
2024-11-09,2024-11-13,4,107141000,2025-11-13,4,369
2025-07-19,2025-07-22,4,34839000,2026-06-13,3,329
2024-01-12,2024-01-17,4,56030000,2025-01-16,5,370
2024-07-27,2024-08-01,4,85640000,2025-08-01,5,370
2024-01-14,2024-01-15,6,30553000,2024-07-27,1,195
2025-09-24,2025-09-27,4,44419000,2026-06-24,3,273
2025-02-21,2025-02-23,5,22931000,2025-10-26,2,247
2025-03-12,2025-03-16,5,24393000,2026-03-16,4,369
2025-01-11,2025-01-12,7,83912000,2026-01-12,1,366
2024-01-20,2024-01-29,2,51632000,2025-01-28,9,374
2025-08-09,2025-08-12,2,50163000,2026-08-12,3,368
2024-03-10,2024-03-30,6,121765000,2025-03-30,20,385
2024-07-29,2024-08-03,4,34781000,2025-08-03,5,370
2024-04-10,2024-04-11,5,86813000,2025-04-11,1,366
2025-11-28,2025-11-29,2,25306000,2026-11-01,1,338
2024-05-11,2024-05-23,3,35105000,2025-05-23,12,377
2025-09-14,2025-09-15,5,27479000,2026-04-01,1,199
2025-01-15,2025-01-26,7,26005000,2025-12-22,11,341
2024-05-11,2024-05-18,6,203568000,2025-05-18,7,372
2024-01-20,2024-01-25,8,17741000,2024-12-01,5,316
2025-06-19,2025-06-30,2,28022000,2026-06-30,11,376
2024-08-14,2024-08-23,4,9528000,2025-06-04,9,294
2024-06-02,2024-06-06,6,32252000,2025-03-11,4,282
2025-04-13,2025-04-14,7,42394000,2026-02-19,1,312
2025-02-08,2025-02-15,4,96462000,2026-02-15,7,372
2024-07-20,2024-07-22,7,32807000,2025-07-22,2,367
2024-02-07,2024-02-09,6,19319000,2024-10-31,2,267
2024-07-06,2024-07-10,10,32730000,2025-02-04,4,213
2024-02-26,2024-02-28,9,60500000,2025-02-27,2,367
2024-01-20,2024-01-24,4,89958000,2025-01-23,4,369
2024-09-29,2024-10-03,4,29445000,2025-07-04,4,278
2024-04-28,2024-05-03,2,23021000,2025-05-03,5,370
2025-08-05,2025-08-12,6,36097000,2026-08-12,7,372
2025-05-30,2025-06-12,3,64500000,2026-06-12,13,378
2024-08-08,2024-08-16,8,92772000,2025-08-16,8,373
2025-06-09,2025-06-15,5,21608000,2026-06-15,6,371
2025-05-29,2025-06-01,3,27537000,2026-06-01,3,368
2025-12-28,2025-12-31,6,9099000,2026-01-21,3,24
2024-12-01,2024-12-02,2,9470000,2025-02-11,1,72
2025-11-28,2025-12-01,7,20199000,2026-10-19,3,325
2024-02-24,2024-03-02,3,22215000,2025-01-28,7,339
2025-05-14,2025-05-15,4,33339000,2026-04-27,1,348
2025-06-19,2025-06-23,4,62340000,2026-06-23,4,369
2024-06-10,2024-06-15,12,45772000,2025-06-15,5,370
2025-10-31,2025-11-06,5,61213000,2026-11-06,6,371
2025-08-16,2025-08-23,6,101062000,2026-08-23,7,372
2024-06-07,2024-06-16,2,59688000,2025-06-16,9,374
2024-07-06,2024-07-07,8,41784000,2025-05-17,1,315
2024-02-29,2024-03-05,10,70826000,2025-03-05,5,370
2024-11-14,2024-11-18,1,10781000,2025-04-11,4,148
2024-07-29,2024-07-30,2,39896000,2025-06-06,1,312
2025-02-09,2025-02-21,4,81880000,2026-02-21,12,377
2025-10-25,2025-11-03,8,43616000,2026-11-03,9,374
2024-04-18,2024-04-20,5,58823000,2025-04-20,2,367
2024-03-16,2024-03-19,5,41764000,2025-03-19,3,368
2025-06-25,2025-06-28,3,79690000,2026-06-28,3,368
2024-11-09,2024-11-21,6,99762000,2025-11-21,12,377
2024-04-26,2024-05-03,5,9127000,2024-09-18,7,145
2025-12-04,2025-12-11,8,28870000,2026-09-24,7,294
2024-01-19,2024-01-24,4,9709000,2024-07-11,5,174
2025-03-07,2025-03-16,3,2060000,2025-04-25,9,49
2025-11-15,2025-11-16,4,78216000,2026-11-16,1,366
2024-12-15,2024-12-19,3,92471000,2025-12-19,4,369
2024-07-01,2024-07-10,2,32709000,2025-07-10,9,374
2024-04-22,2024-04-30,1,28188000,2024-10-09,8,170
2024-07-01,2024-07-13,4,42616000,2025-07-13,12,377
2025-04-25,2025-05-04,8,460425000,2026-05-04,9,374
2024-05-25,2024-05-27,5,21248000,2025-04-20,2,330
2025-09-19,2025-09-20,3,16653000,2026-05-13,1,236
2024-04-22,2024-04-28,3,79193000,2025-04-28,6,371
2025-04-20,2025-05-02,6,82666000,2026-05-02,12,377
2024-10-29,2024-11-01,5,66737000,2025-11-01,3,368
2024-04-27,2024-05-03,1,52044000,2025-05-03,6,371
2024-06-09,2024-06-20,5,38150000,2025-06-20,11,376
2025-02-04,2025-02-06,2,14769000,2025-07-16,2,162
2024-07-16,2024-07-28,4,217095000,2025-07-28,12,377
2024-09-16,2024-09-17,8,229357000,2025-09-17,1,366
2025-10-21,2025-10-27,1,32897000,2026-10-27,6,371
2024-02-16,2024-02-23,7,151116000,2025-02-22,7,372
2025-02-02,2025-02-10,6,64464000,2026-02-10,8,373
2025-12-10,2025-12-11,1,11940000,2026-09-30,1,294
2025-07-12,2025-07-18,5,12853000,2025-12-07,6,148
2024-03-18,2024-03-20,10,90157000,2025-03-20,2,367
2024-05-03,2024-05-09,7,137296000,2025-05-09,6,371
2024-03-15,2024-03-19,6,65116000,2025-03-19,4,369
2024-05-16,2024-05-17,6,60111000,2025-05-17,1,366
2025-08-24,2025-09-03,4,24255000,2026-07-31,10,341
2025-02-03,2025-02-07,6,19930000,2025-12-02,4,302
2025-05-19,2025-06-02,5,90575000,2026-06-02,14,379
2025-05-14,2025-05-18,4,50941000,2026-05-18,4,369
2025-07-26,2025-08-02,8,44594000,2026-08-02,7,372
2024-05-17,2024-05-20,7,133740000,2025-05-20,3,368
2024-02-19,2024-02-24,3,189761000,2025-02-23,5,370
2025-09-10,2025-09-16,10,78131000,2026-09-16,6,371
2025-09-16,2025-09-17,4,23264000,2026-07-02,1,289
2024-09-10,2024-09-12,4,51128000,2025-09-12,2,367
2025-09-21,2025-10-01,7,34919000,2026-10-01,10,375
2025-12-10,2025-12-21,5,43896000,2026-12-21,11,376
2025-07-16,2025-07-19,5,18745000,2026-05-24,3,312
2025-03-01,2025-03-08,5,133592000,2026-03-08,7,372
2025-06-30,2025-07-09,2,33577000,2026-07-09,9,374
2024-10-28,2024-11-01,3,176873000,2025-11-01,4,369
2025-08-03,2025-08-05,4,44277000,2026-08-05,2,367
2024-12-14,2024-12-15,2,33384000,2025-12-15,1,366
2024-02-18,2024-02-28,2,28690000,2025-02-27,10,375
2024-03-14,2024-03-17,4,28927000,2025-03-17,3,368
2025-12-04,2025-12-13,1,58339000,2026-12-13,9,374
2024-09-17,2024-09-24,1,46885000,2025-09-24,7,372
2024-12-21,2024-12-29,5,93096000,2025-12-29,8,373
2025-08-04,2025-08-12,3,26408000,2026-01-05,8,154
2025-08-24,2025-09-05,3,59007000,2026-09-05,12,377
2024-09-16,2024-09-18,5,129202000,2025-09-18,2,367
2025-09-29,2025-09-30,4,148031000,2026-09-30,1,366
2024-10-21,2024-10-22,3,27383000,2025-10-22,1,366
2025-10-02,2025-10-07,0,37228000,2026-10-07,5,370
2024-11-08,2024-11-13,7,29808000,2025-08-17,5,282
2025-09-03,2025-09-04,6,24576000,2026-04-13,1,222
2024-06-30,2024-07-01,5,83839000,2025-07-01,1,366
2025-11-16,2025-12-01,5,19948000,2026-04-20,15,155
2024-12-29,2025-01-07,4,276203000,2026-01-07,9,374
2024-07-06,2024-07-07,7,59080000,2025-07-07,1,366
2025-07-22,2025-07-29,8,42487000,2026-07-29,7,372
2025-06-26,2025-06-29,3,245309000,2026-06-29,3,368
2025-08-18,2025-08-22,4,17147000,2026-08-22,4,369
2025-10-25,2025-11-03,6,26337000,2026-11-03,9,374
2025-07-01,2025-07-05,4,18006000,2025-12-31,4,183
2025-12-25,2025-12-28,5,48096000,2026-12-28,3,368
2025-02-11,2025-02-26,6,29387000,2026-02-26,15,380
2025-09-09,2025-09-11,2,17303000,2026-02-01,2,145
2025-02-17,2025-02-24,11,19014000,2025-09-23,7,218
2024-12-07,2024-12-11,5,63894000,2025-12-11,4,369
2024-08-07,2024-08-13,5,81377000,2025-08-13,6,371
2024-06-11,2024-06-19,5,16247000,2025-03-29,8,291
2024-08-07,2024-08-21,3,41989000,2025-08-21,14,379
2024-09-26,2024-09-27,4,35212000,2025-09-27,1,366
2025-09-23,2025-10-08,8,29022000,2026-06-15,15,265
2025-02-03,2025-02-08,6,177760000,2026-02-08,5,370
2024-06-30,2024-07-06,6,46990000,2025-07-06,6,371
2025-09-09,2025-09-13,7,56038000,2026-09-13,4,369
2025-12-29,2026-01-03,5,84658000,2027-01-03,5,370
2024-07-23,2024-07-30,8,52350000,2025-07-30,7,372
2025-08-04,2025-08-05,5,48259000,2026-08-05,1,366
2025-07-09,2025-07-15,2,94915000,2026-07-15,6,371
2024-08-15,2024-08-20,1,30845000,2025-08-20,5,370
2025-11-26,2025-12-06,6,34165000,2026-12-06,10,375
2025-09-10,2025-09-12,8,22109000,2026-04-13,2,215
2025-08-18,2025-08-27,6,151820000,2026-08-27,9,374
2024-09-06,2024-09-07,4,76447000,2025-09-07,1,366
2025-03-16,2025-03-20,6,59056000,2026-03-20,4,369
2025-06-16,2025-06-20,4,170444000,2026-06-20,4,369
2024-07-14,2024-07-20,2,18403000,2025-05-23,6,313
2025-11-20,2025-11-28,2,45861000,2026-11-28,8,373
2025-06-02,2025-06-05,2,14935000,2025-10-21,3,141
2024-03-10,2024-03-12,7,15898000,2024-10-04,2,208
2025-09-30,2025-10-05,4,120727000,2026-10-05,5,370
2025-02-02,2025-02-11,6,189442000,2026-02-11,9,374
2025-11-02,2025-11-15,5,35136000,2026-11-15,13,378
2024-07-21,2024-07-29,4,35358000,2025-02-16,8,210
2024-05-27,2024-06-02,2,34440000,2025-02-27,6,276
2025-04-16,2025-04-23,6,189076000,2026-04-23,7,372
2025-10-16,2025-10-20,5,30716000,2026-07-24,4,281
2024-07-17,2024-07-19,3,185882000,2025-07-19,2,367
2025-03-01,2025-03-11,5,50886000,2026-03-11,10,375
2025-10-27,2025-11-12,1,33255000,2026-11-12,16,381
2025-05-06,2025-05-15,4,60751000,2026-05-15,9,374
2024-05-21,2024-05-29,6,222376000,2025-05-29,8,373
2024-11-08,2024-11-10,1,55874000,2025-11-10,2,367
2024-06-13,2024-06-18,5,41930000,2025-06-18,5,370
2024-11-09,2024-11-10,4,75124000,2025-11-10,1,366
2024-01-21,2024-01-25,7,40730000,2024-09-16,4,239
2024-03-22,2024-03-29,8,19892000,2025-03-29,7,372
2025-08-03,2025-08-08,3,46222000,2026-08-08,5,370
2024-05-10,2024-05-11,4,98336000,2025-05-11,1,366
2025-08-21,2025-08-22,8,69676000,2026-08-22,1,366
2025-12-30,2026-01-02,1,17498000,2026-10-04,3,278
2024-10-31,2024-11-17,5,92790000,2025-11-17,17,382
2025-01-05,2025-01-12,9,73716000,2026-01-12,7,372
2025-01-18,2025-01-19,5,54167000,2026-01-19,1,366
2025-03-20,2025-03-26,3,116596000,2026-03-26,6,371
2025-02-28,2025-03-08,3,102096000,2026-03-08,8,373
2024-06-09,2024-06-10,4,99325000,2025-06-10,1,366
2024-06-26,2024-06-28,3,12076000,2024-10-09,2,105
2025-09-20,2025-10-06,4,81891000,2026-10-06,16,381
2025-12-08,2025-12-09,9,38781000,2026-08-29,1,264
2025-05-04,2025-05-08,7,64150000,2026-05-08,4,369
2024-11-22,2024-11-29,5,23185000,2025-09-30,7,312
2025-08-20,2025-08-29,5,102206000,2026-08-29,9,374
2024-10-15,2024-10-22,2,115210000,2025-10-22,7,372
2025-08-15,2025-08-19,7,45338000,2026-08-19,4,369
2025-10-25,2025-10-29,3,12625000,2026-07-08,4,256
2025-07-26,2025-08-06,5,75142000,2026-08-06,11,376
2025-07-26,2025-07-27,2,57636000,2026-07-27,1,366
2024-12-19,2024-12-21,2,10575000,2025-09-11,2,266
2024-01-28,2024-01-29,4,48892000,2025-01-28,1,366
2024-02-12,2024-02-19,4,94136000,2025-02-18,7,372
2025-11-11,2025-11-17,8,8167000,2026-02-14,6,95
2025-02-26,2025-03-03,9,51440000,2026-03-03,5,370
2025-08-20,2025-08-24,10,58622000,2026-08-24,4,369
2024-06-25,2024-06-29,8,58960000,2025-06-29,4,369
2025-06-12,2025-06-22,10,40710000,2026-06-22,10,375
2025-09-01,2025-09-03,2,55326000,2026-09-03,2,367
2025-05-08,2025-05-11,7,41395000,2026-05-11,3,368
2024-07-16,2024-08-01,6,39392000,2025-08-01,16,381
2025-09-01,2025-09-11,6,71620000,2026-09-11,10,375
2025-07-30,2025-08-01,6,379646000,2026-08-01,2,367
2025-05-31,2025-06-03,5,47108000,2026-06-03,3,368
2025-05-28,2025-05-29,4,28250000,2026-05-29,1,366
2024-01-22,2024-01-25,4,44218000,2025-01-24,3,368
2024-04-21,2024-04-24,4,45653000,2025-04-24,3,368
2024-02-26,2024-03-03,3,28883000,2024-11-08,6,256
2024-03-06,2024-03-14,6,28796000,2024-11-01,8,240
2024-04-07,2024-04-09,4,24832000,2025-02-06,2,305
2024-05-23,2024-05-27,8,31116000,2025-02-25,4,278
2025-03-10,2025-03-20,4,51991000,2026-03-20,10,375
2025-09-28,2025-10-10,5,45527000,2026-10-10,12,377
2025-11-09,2025-11-18,6,121694000,2026-11-18,9,374
2024-03-26,2024-04-01,4,9533000,2024-09-03,6,161
2025-08-10,2025-08-19,5,42642000,2026-06-24,9,318
2024-12-09,2024-12-10,1,30961000,2025-12-10,1,366
2024-10-20,2024-10-25,2,18569000,2025-05-19,5,211
2025-07-24,2025-07-26,4,25367000,2026-07-26,2,367
2025-10-11,2025-10-13,3,11353000,2026-04-13,2,184
2025-09-02,2025-09-05,2,43167000,2026-09-05,3,368
2025-12-04,2025-12-23,5,49110000,2026-12-23,19,384
2024-08-30,2024-08-31,7,15954000,2025-04-07,1,220
2025-07-14,2025-07-15,5,46690000,2026-07-15,1,366
2024-02-01,2024-02-03,2,52111000,2025-02-02,2,367
2025-01-25,2025-02-11,8,23426000,2025-12-20,17,329
2024-10-03,2024-10-05,4,52759000,2025-10-05,2,367
2025-06-15,2025-06-16,3,51086000,2026-06-16,1,366
2024-06-02,2024-06-07,3,42044000,2025-02-28,5,271
2025-01-17,2025-01-18,8,91788000,2026-01-18,1,366
2024-03-08,2024-03-09,5,113115000,2025-03-09,1,366
2024-08-01,2024-08-06,3,117269000,2025-08-06,5,370
2025-10-16,2025-10-23,10,24568000,2026-07-21,7,278
2025-01-10,2025-01-14,4,42145000,2026-01-14,4,369
2024-07-31,2024-08-01,3,10106000,2025-02-19,1,203
2024-03-19,2024-03-27,6,84789000,2025-03-27,8,373
2025-12-26,2025-12-28,2,96647000,2026-12-28,2,367
2025-09-19,2025-09-21,7,119166000,2026-09-21,2,367
2025-08-26,2025-09-01,2,217091000,2026-09-01,6,371
2025-01-15,2025-01-20,7,115061000,2026-01-20,5,370
2025-11-10,2025-11-20,5,75302000,2026-11-20,10,375
2024-02-27,2024-03-01,9,53098000,2025-03-01,3,368
2024-01-26,2024-01-30,3,392443000,2025-01-29,4,369
2025-03-22,2025-04-06,4,60516000,2026-04-06,15,380
2024-03-06,2024-03-11,5,337173000,2025-03-11,5,370
2024-09-10,2024-09-13,4,28413000,2025-09-13,3,368
2024-02-13,2024-02-17,7,38205000,2025-02-16,4,369
2024-04-06,2024-04-11,7,90034000,2025-04-11,5,370
2025-07-07,2025-07-10,3,4428000,2025-07-15,3,8
2024-08-14,2024-08-19,5,40470000,2025-08-19,5,370
2025-11-09,2025-11-10,7,127808000,2026-11-10,1,366
2025-03-11,2025-03-20,8,36151000,2026-03-20,9,374
2025-08-23,2025-08-24,3,49001000,2026-08-24,1,366
2025-01-13,2025-01-18,3,13859000,2025-10-06,5,266
2024-06-26,2024-06-28,8,35386000,2025-04-14,2,292
2025-03-02,2025-03-11,2,25377000,2026-03-11,9,374
2025-12-09,2025-12-10,5,89517000,2026-12-10,1,366
2024-11-02,2024-11-17,5,93558000,2025-11-17,15,380
2025-05-18,2025-05-21,3,25941000,2026-04-18,3,335
2024-09-24,2024-09-25,7,22977000,2025-09-25,1,366
2025-08-08,2025-08-10,4,170919000,2026-08-10,2,367
2024-01-08,2024-01-13,4,17072000,2024-07-30,5,204
2025-05-22,2025-05-24,4,91554000,2026-05-24,2,367
2025-04-20,2025-04-28,5,50567000,2026-04-06,8,351
2024-10-23,2024-10-26,7,119555000,2025-10-26,3,368
2024-06-12,2024-06-21,2,57604000,2025-06-21,9,374
2025-04-29,2025-04-30,5,32090000,2026-04-30,1,366
2025-08-19,2025-08-30,7,19306000,2026-04-16,11,240
2024-03-12,2024-03-14,5,19696000,2024-07-10,2,120
2025-07-20,2025-07-31,0,17867000,2026-02-17,11,212
2025-07-12,2025-07-16,4,44776000,2026-03-09,4,240
2024-08-25,2024-09-24,0,93830000,2025-09-24,30,395
2024-04-13,2024-04-15,3,23538000,2025-03-06,2,327
2024-07-28,2024-08-01,9,21419000,2025-04-18,4,264
2025-07-07,2025-07-20,3,56582000,2026-07-20,13,378
2025-04-12,2025-04-23,5,149122000,2026-04-23,11,376
2025-03-29,2025-04-06,5,90949000,2026-04-06,8,373
2024-09-24,2024-09-26,6,45563000,2025-09-26,2,367
2025-01-20,2025-01-25,2,21549000,2025-08-09,5,201
2025-01-21,2025-01-24,6,50950000,2026-01-24,3,368
2024-09-15,2024-09-16,5,99489000,2025-09-16,1,366
2024-10-09,2024-10-13,5,78205000,2025-10-13,4,369
2025-09-17,2025-09-22,4,60261000,2026-09-22,5,370
2024-02-09,2024-02-13,5,119108000,2025-02-12,4,369
2025-04-30,2025-05-04,2,162414000,2026-05-04,4,369
2024-08-07,2024-08-13,4,95678000,2025-08-13,6,371
2024-05-08,2024-05-17,1,9883000,2024-06-09,9,32
2025-06-03,2025-06-06,5,106232000,2026-06-06,3,368
2025-09-04,2025-09-06,6,43570000,2026-06-02,2,271
2025-11-18,2025-11-30,3,54569000,2026-11-30,12,377
2025-09-10,2025-09-14,3,40011000,2026-09-14,4,369
2025-09-04,2025-09-07,3,28472000,2026-04-15,3,223
